,基站,故障_传输故障,故障_动环故障,故障_电力故障,故障_硬件故障,故障_误告警,故障_软件故障,告警0,告警1,告警2,告警3,告警4,告警5,告警6,告警7,告警8,告警9
2694,1327,0,0,1,0,0,0,60,34,53,0,0,0,0,0,0,0
2695,1327,0,0,1,0,0,0,60,34,53,0,0,0,0,0,0,0
2696,1328,0,0,1,0,0,0,85,22,48,22,1,26,85,22,48,26
2697,1329,0,0,1,0,0,0,30,66,66,30,66,30,66,66,30,66
2698,1330,0,0,1,0,0,0,30,66,66,30,66,66,30,66,66,0
2699,1330,0,0,1,0,0,0,30,66,66,30,0,0,0,0,0,0
2700,1331,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
2701,1331,0,0,1,0,0,0,34,60,60,34,85,34,60,85,85,0
2702,1331,0,0,1,0,0,0,85,26,22,48,85,0,0,0,0,0
2703,1332,0,0,1,0,0,0,1,58,60,34,0,0,0,0,0,0
2704,1333,0,0,1,0,0,0,39,85,85,49,0,0,0,0,0,0
2705,1334,0,0,0,0,0,1,85,22,48,26,22,49,60,58,58,60
2706,1334,1,0,0,0,0,0,39,1,47,26,22,0,0,0,0,0
2707,1334,1,0,0,0,0,0,39,85,0,0,0,0,0,0,0,0
2708,1335,0,0,1,0,0,0,53,52,60,32,34,58,0,0,0,0
2709,1336,1,0,0,0,0,0,1,53,0,0,0,0,0,0,0,0
2710,1336,0,0,1,0,0,0,1,53,0,0,0,0,0,0,0,0
2711,1337,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
2712,1337,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
2713,1337,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
2714,1338,0,0,1,0,0,0,52,32,1,60,34,53,51,51,0,0
2715,1338,0,0,1,0,0,0,55,33,0,0,0,0,0,0,0,0
2716,1339,0,0,1,0,0,0,60,58,1,34,58,1,58,60,34,60
2717,1339,0,0,1,0,0,0,1,58,47,58,60,1,34,58,60,58
2718,1339,0,0,0,1,0,0,63,60,2,4,2,10,60,10,9,60
2719,1339,1,0,0,0,0,0,2,60,34,4,60,4,10,2,60,10
2720,1340,0,0,0,0,0,1,85,0,0,0,0,0,0,0,0,0
2721,1341,0,0,1,0,0,0,60,52,55,53,51,51,64,64,51,28
2722,1342,0,0,1,0,0,0,85,51,60,34,28,85,51,85,60,34
2723,1343,0,0,1,0,0,0,30,66,0,0,0,0,0,0,0,0
2724,1344,0,0,0,1,0,0,69,2,60,0,0,0,0,0,0,0
2725,1345,0,0,1,0,0,0,52,60,32,34,60,60,52,34,15,60
2726,1345,0,0,1,0,0,0,52,32,60,52,34,52,60,32,52,52
2727,1345,0,0,1,0,0,0,4,60,52,15,32,60,34,14,4,52
2728,1345,0,0,1,0,0,0,52,4,60,32,34,60,32,34,52,15
2729,1345,0,0,1,0,0,0,32,4,52,4,60,15,60,14,34,4
2730,1345,0,0,1,0,0,0,52,32,60,34,32,52,52,60,34,60
2731,1345,0,0,1,0,0,0,32,52,52,52,15,52,60,32,34,60
2732,1345,0,0,1,0,0,0,52,60,32,34,60,60,34,4,60,52
2733,1345,0,0,1,0,0,0,14,52,4,60,32,34,15,60,14,15
2734,1345,0,0,1,0,0,0,4,52,32,15,14,60,15,4,60,34
2735,1346,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
2736,1347,0,0,1,0,0,0,66,30,66,30,0,0,0,0,0,0
2737,1348,1,0,0,0,0,0,51,28,0,0,0,0,0,0,0,0
2738,1348,1,0,1,0,0,0,28,60,52,51,52,55,60,52,0,0
2739,1349,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
2740,1350,0,0,1,0,0,0,53,52,32,0,0,0,0,0,0,0
2741,1351,0,0,1,0,0,0,52,60,32,34,55,53,53,60,64,60
2742,1351,0,0,1,0,0,0,53,52,60,32,34,51,64,60,53,64
2743,1351,0,0,1,0,0,0,53,52,32,60,9,52,51,64,64,7
2744,1351,0,0,1,0,0,0,60,34,0,0,0,0,0,0,0,0
2745,1352,0,0,1,0,0,0,66,30,0,0,0,0,0,0,0,0
2746,1353,0,0,1,0,0,0,52,60,32,34,55,53,9,9,9,32
2747,1353,0,0,1,0,0,0,52,7,55,60,34,25,32,85,9,9
2748,1353,0,0,0,1,0,0,52,60,32,57,9,9,57,60,34,52
2749,1353,0,0,1,0,0,0,32,52,57,60,52,9,9,28,51,52
2750,1353,0,0,1,0,0,0,53,52,32,9,9,9,9,9,60,32
2751,1353,0,0,1,0,0,0,60,34,0,0,0,0,0,0,0,0
2752,1353,0,0,1,0,0,0,34,60,53,52,32,53,53,55,60,52
2753,1354,0,0,1,0,0,0,85,52,32,1,47,60,34,53,0,0
2754,1355,0,0,1,0,0,0,52,32,53,0,0,0,0,0,0,0
2755,1355,0,0,1,0,0,0,53,52,51,85,60,34,0,0,0,0
2756,1355,0,0,1,0,0,0,7,52,32,60,34,51,28,51,85,60
2757,1355,0,0,1,0,0,0,51,52,60,32,9,9,60,34,9,52
2758,1355,0,0,1,0,0,0,9,32,52,34,60,52,9,34,60,9
2759,1355,0,0,1,0,0,0,60,52,34,9,60,34,52,57,9,57
2760,1356,0,0,1,0,0,0,53,52,32,52,60,34,53,53,52,32
2761,1356,0,0,1,0,0,0,34,60,0,0,0,0,0,0,0,0
2762,1356,0,0,1,0,0,0,53,52,32,60,34,32,52,53,0,0
2763,1356,0,0,1,0,0,0,53,52,60,32,34,60,34,60,53,34
2764,1356,0,0,1,0,0,0,53,52,32,60,34,53,52,52,53,60
2765,1356,1,0,0,0,0,0,64,60,53,52,53,52,32,34,60,60
2766,1357,0,0,1,0,0,0,52,32,60,16,52,60,32,34,16,15
2767,1358,0,0,0,0,0,1,85,0,0,0,0,0,0,0,0,0
2768,1359,0,0,1,0,0,0,66,66,66,66,66,66,30,66,66,66
2769,1360,0,0,1,0,0,0,32,52,53,51,60,53,60,53,34,60
2770,1360,0,0,1,0,0,0,60,34,0,0,0,0,0,0,0,0
2771,1361,0,0,1,0,0,0,7,60,53,0,0,0,0,0,0,0
2772,1361,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
2773,1361,1,0,0,0,0,0,25,7,1,60,7,0,0,0,0,0
2774,1361,1,0,0,0,0,0,1,7,60,0,0,0,0,0,0,0
2775,1361,1,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0
2776,1362,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
2777,1363,0,0,1,0,0,0,53,52,32,60,53,52,64,55,34,60
2778,1363,0,0,1,0,0,0,34,60,0,0,0,0,0,0,0,0
2779,1363,0,0,1,0,0,0,1,47,60,34,53,1,60,34,53,47
2780,1364,0,0,1,0,0,0,52,7,60,0,0,0,0,0,0,0
2781,1364,0,0,1,0,0,0,52,0,0,0,0,0,0,0,0,0
2782,1365,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
2783,1365,0,0,1,0,0,0,66,30,66,66,0,0,0,0,0,0
2784,1366,0,0,0,1,0,0,69,10,2,10,60,22,53,60,0,0
2785,1367,0,0,1,0,0,0,53,52,32,0,0,0,0,0,0,0
2786,1367,0,0,1,0,0,0,60,34,0,0,0,0,0,0,0,0
2787,1368,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
2788,1369,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
2789,1370,0,0,1,0,0,0,60,34,60,7,0,0,0,0,0,0
2790,1371,0,0,0,1,0,0,50,10,10,10,60,0,0,0,0,0
2791,1371,0,0,1,0,0,0,10,1,60,10,60,10,60,60,7,34
2792,1371,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
2793,1372,0,0,1,0,0,0,30,66,0,0,0,0,0,0,0,0
2794,1373,0,0,1,0,0,0,7,9,9,9,9,9,9,57,7,60
2795,1374,0,1,0,0,0,0,44,9,9,28,51,34,32,60,52,53
2796,1374,1,0,0,0,0,0,51,51,52,9,32,51,51,28,34,32
2797,1374,1,0,0,0,0,0,51,28,51,51,28,52,32,60,34,9
2798,1374,0,0,0,1,0,0,52,51,57,51,0,0,0,0,0,0
2799,1375,0,0,1,0,0,0,1,60,34,85,1,34,60,0,0,0
2800,1375,0,0,1,0,0,0,1,34,60,85,0,0,0,0,0,0
2801,1375,0,0,1,0,0,0,1,60,34,85,0,0,0,0,0,0
2802,1375,0,0,1,0,0,0,1,60,34,85,0,0,0,0,0,0
2803,1375,0,0,1,0,0,0,1,34,60,16,15,60,60,34,0,0
2804,1376,0,0,1,0,0,0,60,34,53,52,32,52,32,1,60,53
2805,1376,0,0,0,1,0,0,32,52,1,60,53,34,34,60,53,52
2806,1377,0,0,1,0,0,0,53,52,64,0,0,0,0,0,0,0
2807,1377,0,0,1,0,0,0,60,0,0,0,0,0,0,0,0,0
2808,1377,0,0,1,0,0,0,52,53,60,64,64,64,64,64,0,0
2809,1377,0,0,1,0,0,0,52,7,60,85,0,0,0,0,0,0
2810,1377,0,0,1,0,0,0,7,52,0,0,0,0,0,0,0,0
2811,1378,0,0,1,0,0,0,60,52,53,0,0,0,0,0,0,0
2812,1379,0,0,1,0,0,0,1,60,34,53,0,0,0,0,0,0
2813,1379,1,0,0,0,0,0,32,52,0,0,0,0,0,0,0,0
2814,1379,1,0,0,0,0,0,52,1,34,60,53,0,0,0,0,0
2815,1380,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
2816,1380,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
2817,1381,0,0,1,0,0,0,59,60,32,52,34,60,53,34,32,52
2818,1382,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
2819,1383,1,0,0,0,0,0,1,60,16,34,0,0,0,0,0,0
2820,1383,1,0,0,0,0,0,1,60,16,34,0,0,0,0,0,0
2821,1383,1,0,0,0,0,0,1,60,16,34,0,0,0,0,0,0
2822,1384,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
2823,1385,0,0,0,1,0,0,51,60,28,34,0,0,0,0,0,0
2824,1385,0,0,0,1,0,0,55,60,34,85,55,55,55,55,51,55
2825,1386,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
2826,1387,0,0,1,0,0,0,60,34,85,0,0,0,0,0,0,0
2827,1388,0,0,1,0,0,0,52,53,0,0,0,0,0,0,0,0
2828,1388,0,0,1,0,0,0,60,0,0,0,0,0,0,0,0,0
2829,1389,0,0,1,0,0,0,52,53,55,32,0,0,0,0,0,0
2830,1389,0,0,1,0,0,0,60,34,0,0,0,0,0,0,0,0
2831,1390,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
2832,1391,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
2833,1392,1,0,0,0,0,0,85,22,48,26,0,0,0,0,0,0
2834,1393,0,0,1,0,0,0,60,10,2,60,9,34,9,0,0,0
2835,1394,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
2836,1394,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
2837,1395,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
2838,1395,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
2839,1396,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
2840,1397,0,0,1,0,0,0,60,34,53,32,52,60,53,53,52,60
2841,1398,0,0,1,0,0,0,60,52,53,55,60,34,53,52,32,28
2842,1398,0,0,1,0,0,0,60,52,53,55,51,0,0,0,0,0
2843,1399,0,0,1,0,0,0,85,52,32,0,0,0,0,0,0,0
2844,1400,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
2845,1401,0,0,1,0,0,0,51,64,85,51,28,85,64,0,0,0
2846,1402,0,0,1,0,0,0,66,30,66,30,0,0,0,0,0,0
2847,1402,0,0,0,1,0,0,66,30,66,0,0,0,0,0,0,0
2848,1403,0,0,0,1,0,0,69,71,0,0,0,0,0,0,0,0
2849,1404,0,0,0,1,0,0,66,30,0,0,0,0,0,0,0,0
2850,1404,0,0,1,0,0,0,66,30,0,0,0,0,0,0,0,0
2851,1405,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
2852,1406,0,0,1,0,0,0,85,22,48,26,22,0,0,0,0,0
2853,1407,0,0,0,1,0,0,50,57,50,57,50,50,57,50,60,34
2854,1407,0,0,0,1,0,0,4,4,4,60,4,60,4,60,4,60
2855,1408,0,0,1,0,0,0,53,53,53,0,0,0,0,0,0,0
2856,1409,0,0,1,0,0,0,7,25,0,0,0,0,0,0,0,0
2857,1409,0,0,1,0,0,0,60,34,0,0,0,0,0,0,0,0
2858,1410,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
2859,1411,0,0,1,0,0,0,53,52,0,0,0,0,0,0,0,0
2860,1411,0,0,1,0,0,0,52,53,53,52,60,60,0,0,0,0
2861,1412,0,0,1,0,0,0,53,52,60,0,0,0,0,0,0,0
2862,1413,0,0,1,0,0,0,1,60,53,34,0,0,0,0,0,0
2863,1414,0,0,0,1,0,0,38,39,22,48,26,22,26,85,26,48
2864,1414,0,0,1,0,0,0,85,26,22,39,38,85,22,22,38,39
2865,1415,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
2866,1416,0,0,0,1,0,0,69,69,69,0,0,0,0,0,0,0
2867,1417,0,0,1,0,0,0,1,60,58,58,60,34,0,0,0,0
2868,1417,0,0,1,0,0,0,1,34,58,60,0,0,0,0,0,0
2869,1418,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0
2870,1419,0,0,1,0,0,0,85,22,39,0,0,0,0,0,0,0
2871,1420,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
2872,1420,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
2873,1421,0,0,0,1,0,0,71,69,0,0,0,0,0,0,0,0
2874,1422,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
2875,1422,0,0,1,0,0,0,85,85,0,0,0,0,0,0,0,0
2876,1422,0,0,1,0,0,0,85,85,0,0,0,0,0,0,0,0
2877,1423,0,0,1,0,0,0,66,30,66,0,0,0,0,0,0,0
2878,1424,0,0,1,0,0,0,52,53,32,60,34,53,9,0,0,0
2879,1424,0,0,1,0,0,0,60,34,0,0,0,0,0,0,0,0
2880,1425,1,0,0,0,0,0,85,85,85,0,0,0,0,0,0,0
2881,1426,0,0,1,0,0,0,53,52,60,34,32,0,0,0,0,0
2882,1427,0,0,1,0,0,0,52,7,60,32,34,52,34,60,32,60
2883,1428,0,0,1,0,0,0,55,53,52,60,60,34,53,32,52,60
2884,1429,0,0,1,0,0,0,48,22,60,26,62,85,48,38,85,0
2885,1430,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
2886,1431,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
2887,1432,0,0,1,0,0,0,1,7,34,60,25,0,0,0,0,0
2888,1433,0,0,0,1,0,0,69,74,0,0,0,0,0,0,0,0
2889,1434,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
2890,1435,0,0,1,0,0,0,1,60,34,53,0,0,0,0,0,0
2891,1436,1,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0
2892,1437,0,0,1,0,0,0,60,34,0,0,0,0,0,0,0,0
2893,1437,0,0,0,1,0,0,6,9,60,6,0,0,0,0,0,0
2894,1437,0,0,0,1,0,0,2,4,2,10,60,4,60,7,4,6
2895,1437,0,0,1,0,0,0,51,50,10,60,4,4,60,60,10,60
2896,1437,0,0,0,1,0,0,51,60,9,0,0,0,0,0,0,0
2897,1437,0,0,0,1,0,0,9,9,0,0,0,0,0,0,0,0
2898,1437,0,0,0,1,0,0,51,10,60,10,10,60,10,9,9,0
2899,1437,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0
2900,1437,0,0,0,1,0,0,9,51,51,9,0,0,0,0,0,0
2901,1437,0,0,0,1,0,0,51,9,0,0,0,0,0,0,0,0
2902,1437,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0
2903,1437,0,0,0,1,0,0,51,9,9,51,0,0,0,0,0,0
2904,1437,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0
2905,1437,0,0,0,1,0,0,51,0,0,0,0,0,0,0,0,0
2906,1437,0,0,0,1,0,0,9,9,9,9,9,9,0,0,0,0
2907,1437,0,0,0,1,0,0,51,60,10,10,9,9,0,0,0,0
2908,1437,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0
2909,1437,0,0,1,0,0,0,4,60,9,34,60,7,25,9,60,9
2910,1437,0,0,0,1,0,0,51,0,0,0,0,0,0,0,0,0
2911,1437,0,0,0,1,0,0,51,85,7,7,7,7,6,7,9,9
2912,1437,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0
2913,1437,0,0,0,1,0,0,51,9,51,0,0,0,0,0,0,0
2914,1437,0,0,0,1,0,0,9,9,9,9,9,9,9,9,9,9
2915,1437,0,0,0,1,0,0,51,9,0,0,0,0,0,0,0,0
2916,1437,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0
2917,1438,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
2918,1439,0,0,0,1,0,0,25,7,60,7,9,7,9,9,7,7
2919,1439,1,0,0,0,0,0,51,51,9,51,9,9,9,9,9,9
2920,1439,0,0,1,0,0,0,51,51,9,9,9,9,9,0,0,0
2921,1439,0,0,1,0,0,0,51,9,0,0,0,0,0,0,0,0
2922,1439,1,0,0,0,0,0,51,51,51,51,9,51,9,0,0,0
2923,1439,0,0,1,0,0,0,51,51,51,51,51,9,9,0,0,0
2924,1439,0,0,0,1,0,0,51,7,53,7,9,51,51,7,7,7
2925,1439,0,0,0,1,0,0,51,9,9,9,9,51,7,53,9,6
2926,1439,0,0,0,1,0,0,51,9,9,9,9,0,0,0,0,0
2927,1440,0,0,1,0,0,0,34,60,53,34,60,53,32,52,53,53
2928,1441,0,0,0,1,0,0,2,60,58,0,0,0,0,0,0,0
2929,1442,0,0,1,0,0,0,50,4,50,4,4,4,4,4,0,0
2930,1443,0,0,1,0,0,0,85,85,0,0,0,0,0,0,0,0
2931,1444,0,0,1,0,0,0,1,60,34,53,60,0,0,0,0,0
2932,1445,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
2933,1446,0,0,1,0,0,0,85,64,64,64,60,64,0,0,0,0
2934,1447,0,0,0,1,0,0,60,34,53,0,0,0,0,0,0,0
2935,1448,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
2936,1448,0,0,1,0,0,0,85,1,48,38,0,0,0,0,0,0
2937,1449,1,0,0,0,0,0,85,48,22,26,0,0,0,0,0,0
2938,1450,0,0,1,0,0,0,60,52,55,53,60,34,52,53,32,64
2939,1451,1,0,0,0,0,0,85,48,22,26,0,0,0,0,0,0
2940,1452,0,0,1,0,0,0,60,55,53,34,53,60,53,0,0,0
2941,1452,0,0,1,0,0,0,1,60,53,60,53,34,60,53,0,0
2942,1452,0,0,1,0,0,0,52,60,34,53,55,0,0,0,0,0
2943,1452,0,0,1,0,0,0,1,60,53,53,60,34,53,60,0,0
2944,1453,0,0,1,0,0,0,22,48,22,26,0,0,0,0,0,0
2945,1454,1,0,0,0,0,0,30,66,0,0,0,0,0,0,0,0
2946,1454,1,0,0,0,0,0,66,30,0,0,0,0,0,0,0,0
2947,1454,0,0,1,0,0,0,66,30,0,0,0,0,0,0,0,0
2948,1455,0,0,0,1,0,0,54,60,0,0,0,0,0,0,0,0
2949,1456,0,0,1,0,0,0,1,60,53,0,0,0,0,0,0,0
2950,1457,0,0,1,0,0,0,85,49,0,0,0,0,0,0,0,0
2951,1458,0,0,0,1,0,0,69,71,71,0,0,0,0,0,0,0
2952,1458,0,0,0,1,0,0,69,71,0,0,0,0,0,0,0,0
2953,1459,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
2954,1460,0,0,1,0,0,0,69,0,0,0,0,0,0,0,0,0
2955,1461,0,0,1,0,0,0,85,22,26,48,0,0,0,0,0,0
2956,1462,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
2957,1463,0,0,1,0,0,0,1,7,25,34,60,0,0,0,0,0
2958,1464,0,0,1,0,0,0,1,34,60,7,25,0,0,0,0,0
2959,1464,1,0,0,0,0,0,22,26,48,11,11,39,22,22,26,48
2960,1464,0,0,1,0,0,0,85,11,22,26,48,39,11,1,22,11
2961,1465,0,0,1,0,0,0,30,66,0,0,0,0,0,0,0,0
2962,1466,0,0,1,0,0,0,53,52,32,34,53,60,52,34,60,52
2963,1467,1,0,0,0,0,0,7,57,0,0,0,0,0,0,0,0
2964,1467,0,0,1,0,0,0,7,10,25,7,7,9,7,7,7,7
2965,1467,0,0,1,0,0,0,10,60,34,0,0,0,0,0,0,0
2966,1468,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
2967,1468,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
2968,1468,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
2969,1469,0,0,0,1,0,0,77,34,85,60,85,60,85,34,85,0
2970,1469,0,0,0,1,0,0,77,60,85,85,60,34,60,85,34,85
2971,1469,0,0,0,1,0,0,77,85,60,34,0,0,0,0,0,0
2972,1470,0,0,1,0,0,0,53,55,52,32,0,0,0,0,0,0
2973,1470,0,0,1,0,0,0,52,60,34,0,0,0,0,0,0,0
2974,1470,0,0,1,0,0,0,60,52,34,53,55,32,52,60,52,53
2975,1470,0,0,1,0,0,0,52,53,55,60,34,32,1,60,53,52
2976,1470,0,0,1,0,0,0,53,55,52,60,32,34,52,0,0,0
2977,1470,0,0,1,0,0,0,53,55,60,52,34,32,0,0,0,0
2978,1470,0,0,1,0,0,0,1,53,60,60,52,53,60,52,53,55
2979,1471,0,0,1,0,0,0,53,52,60,32,34,60,52,53,53,52
2980,1471,0,0,1,0,0,0,7,52,60,32,34,0,0,0,0,0
2981,1471,0,0,1,0,0,0,53,52,0,0,0,0,0,0,0,0
2982,1472,0,0,0,1,0,0,10,63,60,58,34,60,60,10,0,0
2983,1472,0,0,1,0,0,0,50,60,58,58,60,0,0,0,0,0
2984,1472,0,0,1,0,0,0,50,50,0,0,0,0,0,0,0,0
2985,1472,0,0,1,0,0,0,50,50,50,60,0,0,0,0,0,0
2986,1473,0,0,1,0,0,0,7,60,25,0,0,0,0,0,0,0
2987,1473,0,0,1,0,0,0,7,25,60,9,48,0,0,0,0,0
2988,1474,0,0,1,0,0,0,66,66,0,0,0,0,0,0,0,0
2989,1475,0,0,1,0,0,0,85,85,0,0,0,0,0,0,0,0
2990,1475,0,0,1,0,0,0,60,10,53,52,34,32,0,0,0,0
2991,1475,0,0,1,0,0,0,64,26,22,0,0,0,0,0,0,0
2992,1476,1,0,0,0,0,0,52,32,60,52,32,34,52,60,32,34
2993,1477,0,0,1,0,0,0,58,60,34,0,0,0,0,0,0,0
2994,1477,0,0,1,0,0,0,1,60,34,25,7,0,0,0,0,0
2995,1478,0,0,1,0,0,0,66,66,0,0,0,0,0,0,0,0
2996,1479,0,0,1,0,0,0,60,34,53,34,60,32,52,53,53,52
2997,1480,0,0,1,0,0,0,71,69,51,28,51,1,60,34,53,60
2998,1480,0,0,1,0,0,0,60,52,32,34,9,60,55,52,85,52
2999,1481,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
3000,1481,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
3001,1482,0,0,0,1,0,0,67,67,67,67,67,67,67,67,67,67
3002,1483,0,0,1,0,0,0,1,53,60,34,0,0,0,0,0,0
3003,1484,0,0,0,0,0,1,1,48,22,26,0,0,0,0,0,0
3004,1484,0,0,1,0,0,0,1,22,26,48,22,26,0,0,0,0
3005,1485,0,0,1,0,0,0,21,1,16,60,34,15,0,0,0,0
3006,1486,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
3007,1487,0,0,1,0,0,0,53,52,32,64,64,64,60,55,53,52
3008,1487,0,0,1,0,0,0,34,60,0,0,0,0,0,0,0,0
3009,1488,0,0,1,0,0,0,53,52,60,32,34,52,85,0,0,0
3010,1489,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
3011,1489,0,0,1,0,0,0,66,66,0,0,0,0,0,0,0,0
3012,1490,0,0,1,0,0,0,10,60,34,85,1,60,10,34,85,1
3013,1490,0,0,1,0,0,0,32,52,18,1,0,0,0,0,0,0
3014,1490,0,0,1,0,0,0,60,18,52,10,34,32,85,52,60,52
3015,1491,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
3016,1492,0,0,0,1,0,0,69,74,0,0,0,0,0,0,0,0
3017,1492,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
3018,1492,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
3019,1493,0,0,0,1,0,0,7,7,0,0,0,0,0,0,0,0
3020,1494,0,0,1,0,0,0,66,66,66,0,0,0,0,0,0,0
3021,1494,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
3022,1495,0,0,1,0,0,0,1,53,60,34,0,0,0,0,0,0
3023,1496,0,0,1,0,0,0,85,48,85,0,0,0,0,0,0,0
3024,1497,0,0,1,0,0,0,60,4,0,0,0,0,0,0,0,0
3025,1498,0,0,1,0,0,0,66,0,0,0,0,0,0,0,0,0
3026,1499,0,0,1,0,0,0,65,0,0,0,0,0,0,0,0,0
3027,1500,0,0,1,0,0,0,60,52,55,53,28,51,51,51,28,0
3028,1500,0,0,1,0,0,0,52,55,60,85,51,60,85,0,0,0
3029,1500,0,0,1,0,0,0,60,52,55,85,9,51,28,51,9,51
3030,1500,0,0,1,0,0,0,60,28,51,85,51,51,0,0,0,0
3031,1501,0,0,1,0,0,0,60,34,53,0,0,0,0,0,0,0
3032,1502,0,0,1,0,0,0,53,60,34,60,34,53,0,0,0,0
3033,1502,0,0,1,0,0,0,60,53,34,60,52,53,60,53,34,0
3034,1502,0,0,1,0,0,0,7,60,34,25,85,0,0,0,0,0
3035,1502,0,0,1,0,0,0,34,60,53,60,53,34,0,0,0,0
3036,1503,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
3037,1504,0,0,0,1,0,0,67,67,0,0,0,0,0,0,0,0
3038,1504,0,0,0,1,0,0,67,0,0,0,0,0,0,0,0,0
3039,1505,0,0,1,0,0,0,85,85,85,0,0,0,0,0,0,0
3040,1506,0,0,1,0,0,0,66,30,66,66,30,30,66,66,66,66
3041,1506,0,0,1,0,0,0,66,30,66,30,66,0,0,0,0,0
3042,1506,0,0,1,0,0,0,66,30,0,0,0,0,0,0,0,0
3043,1506,0,0,1,0,0,0,66,30,0,0,0,0,0,0,0,0
3044,1507,0,0,1,0,0,0,85,39,0,0,0,0,0,0,0,0
3045,1508,0,0,1,0,0,0,53,52,60,32,34,55,64,0,0,0
3046,1509,0,0,0,1,0,0,7,7,0,0,0,0,0,0,0,0
3047,1509,0,0,0,1,0,0,7,85,0,0,0,0,0,0,0,0
3048,1509,0,0,0,1,0,0,7,7,0,0,0,0,0,0,0,0
3049,1509,0,0,1,0,0,0,7,7,7,0,0,0,0,0,0,0
3050,1509,0,0,0,1,0,0,7,7,7,7,7,0,0,0,0,0
3051,1509,0,0,0,1,0,0,7,7,7,7,7,7,7,7,0,0
3052,1510,1,0,0,0,0,0,1,47,60,10,53,60,34,0,0,0
3053,1511,0,0,1,0,0,0,85,0,0,0,0,0,0,0,0,0
3054,1512,0,0,1,0,0,0,85,22,48,26,0,0,0,0,0,0
3055,1512,1,0,0,0,0,0,85,26,48,22,1,0,0,0,0,0
3056,1512,0,0,0,1,0,0,69,74,22,1,85,22,48,26,0,0
3057,1512,0,0,0,1,0,0,1,82,0,0,0,0,0,0,0,0
3058,1512,0,0,0,0,0,1,71,0,0,0,0,0,0,0,0,0
3059,1512,0,0,1,0,0,0,85,60,34,1,71,40,48,85,0,0
