,基站,故障,告警-1,告警-2,告警-3,告警-4,告警-5,告警0,告警1,告警2,告警3,告警4,告警5,告警6,告警7,告警8,告警9,告警10,告警11,告警12,告警13,告警14
4310,2135,2,38,1,26,22,85,48,60,39,7,48,60,39,38,48,39,60,39,27,39,48
4311,2135,3,38,38,38,38,38,48,39,85,22,26,48,1,39,39,85,22,26,1,38,0
4312,2135,2,48,39,39,1,69,85,22,48,39,60,52,53,1,38,38,38,38,38,38,38
4313,2135,2,82,1,22,85,39,39,69,1,39,39,48,0,0,0,0,0,0,0,0,0
4314,2135,3,0,0,0,0,0,39,85,22,1,82,0,0,0,0,0,0,0,0,0,0
4315,2136,2,7,7,60,1,0,1,60,7,0,0,0,0,0,0,0,0,0,0,0,0
4316,2136,2,7,0,0,0,0,1,60,7,7,0,0,0,0,0,0,0,0,0,0,0
4317,2137,2,53,60,85,7,52,53,52,60,34,32,0,0,0,0,0,0,0,0,0,0
4318,2137,3,53,34,60,0,0,60,52,7,85,60,53,0,0,0,0,0,0,0,0,0
4319,2138,2,30,66,66,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0
4320,2139,3,60,53,0,0,0,64,53,60,51,0,0,0,0,0,0,0,0,0,0,0
4321,2140,5,74,69,0,0,0,69,69,60,0,0,0,0,0,0,0,0,0,0,0,0
4322,2141,2,60,1,25,7,60,10,7,60,34,25,0,0,0,0,0,0,0,0,0,0
4323,2141,2,7,60,4,25,34,1,10,34,60,7,25,1,60,0,0,0,0,0,0,0
4324,2141,2,7,25,34,58,60,1,60,58,7,60,25,34,1,60,10,7,34,25,4,60
4325,2141,2,60,34,7,10,60,1,60,58,34,25,7,0,0,0,0,0,0,0,0,0
4326,2141,2,25,34,60,7,10,60,34,10,7,60,10,7,34,60,0,0,0,0,0,0
4327,2141,2,0,0,0,0,0,1,60,10,7,60,34,25,0,0,0,0,0,0,0,0
4328,2142,2,34,60,53,52,60,53,52,32,34,60,52,53,32,60,34,60,53,52,32,52
4329,2143,2,1,26,22,0,0,85,48,22,26,0,0,0,0,0,0,0,0,0,0,0
4330,2144,2,0,0,0,0,0,60,55,53,52,32,60,53,34,60,52,32,53,0,0,0
4331,2144,2,53,60,0,0,0,60,52,32,55,53,60,34,53,52,32,60,52,53,34,32
4332,2145,2,0,0,0,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0
4333,2145,2,30,66,66,66,66,30,66,0,0,0,0,0,0,0,0,0,0,0,0,0
4334,2145,2,66,66,66,30,66,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0
4335,2146,2,51,51,51,51,51,60,34,52,32,53,60,34,32,53,52,34,60,52,53,32
4336,2146,0,51,51,51,51,51,51,51,51,51,51,0,0,0,0,0,0,0,0,0,0
4337,2146,2,53,34,32,60,52,34,53,52,60,32,60,34,52,53,32,0,0,0,0,0
4338,2146,2,32,34,52,60,53,52,60,32,34,53,0,0,0,0,0,0,0,0,0,0
4339,2146,2,53,52,32,34,60,53,60,52,34,32,0,0,0,0,0,0,0,0,0,0
4340,2146,2,34,60,0,0,0,32,52,53,0,0,0,0,0,0,0,0,0,0,0,0
4341,2147,2,7,52,60,32,34,7,52,60,32,34,0,0,0,0,0,0,0,0,0,0
4342,2147,2,60,58,7,52,60,7,60,32,34,52,0,0,0,0,0,0,0,0,0,0
4343,2147,2,60,34,32,58,52,52,7,60,58,32,34,34,32,58,60,52,7,58,60,0
4344,2147,2,60,0,0,0,0,60,7,52,58,32,34,60,0,0,0,0,0,0,0,0
4345,2148,2,60,7,6,7,7,10,69,60,34,60,53,22,22,26,60,53,0,0,0,0
4346,2148,0,60,7,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4347,2148,2,34,60,0,0,0,7,6,6,60,7,7,6,7,60,0,0,0,0,0,0
4348,2149,0,48,1,0,0,0,85,48,22,26,0,0,0,0,0,0,0,0,0,0,0
4349,2150,3,34,60,32,52,9,25,7,51,0,0,0,0,0,0,0,0,0,0,0,0
4350,2150,3,32,52,9,53,34,60,34,0,0,0,0,0,0,0,0,0,0,0,0,0
4351,2151,2,48,39,85,48,39,85,52,53,60,85,48,0,0,0,0,0,0,0,0,0
4352,2152,5,38,48,1,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4353,2153,2,18,16,34,60,0,18,16,34,60,0,0,0,0,0,0,0,0,0,0,0
4354,2154,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4355,2155,2,0,0,0,0,0,53,60,34,0,0,0,0,0,0,0,0,0,0,0,0
4356,2156,0,10,0,0,0,0,34,25,60,7,10,0,0,0,0,0,0,0,0,0,0
4357,2156,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4358,2156,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4359,2157,2,0,0,0,0,0,1,47,60,53,0,0,0,0,0,0,0,0,0,0,0
4360,2157,2,0,0,0,0,0,1,60,7,0,0,0,0,0,0,0,0,0,0,0,0
4361,2158,0,9,9,52,57,60,44,85,60,7,52,7,60,60,52,7,9,9,9,9,9
4362,2158,2,52,57,60,52,60,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0
4363,2158,2,57,60,51,9,9,51,52,9,52,60,52,57,9,52,57,9,9,9,9,9
4364,2158,2,9,9,9,52,60,51,60,57,0,0,0,0,0,0,0,0,0,0,0,0
4365,2158,2,7,52,60,44,44,7,44,60,52,32,52,6,7,6,34,60,85,6,7,60
4366,2158,1,0,0,0,0,0,44,44,44,60,52,7,0,0,0,0,0,0,0,0,0
4367,2158,2,60,52,6,60,6,34,9,60,6,60,6,7,22,0,0,0,0,0,0,0
4368,2159,2,52,53,60,51,53,52,60,55,53,60,52,53,60,52,53,60,34,53,52,60
4369,2159,3,60,57,57,60,52,52,57,52,60,53,51,60,53,52,0,0,0,0,0,0
4370,2159,3,60,55,55,55,55,32,52,52,60,57,57,60,0,0,0,0,0,0,0,0
4371,2160,2,39,48,26,22,1,85,22,48,26,39,0,0,0,0,0,0,0,0,0,0
4372,2161,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4373,2162,2,34,60,52,32,34,53,52,32,53,52,60,34,64,64,0,0,0,0,0,0
4374,2162,2,32,34,60,53,55,52,60,34,0,0,0,0,0,0,0,0,0,0,0,0
4375,2162,2,0,0,0,0,0,52,55,53,60,34,32,0,0,0,0,0,0,0,0,0
4376,2163,2,10,34,60,52,60,1,47,10,60,34,85,1,34,60,16,0,0,0,0,0
4377,2164,2,0,0,0,0,0,85,60,10,0,0,0,0,0,0,0,0,0,0,0,0
4378,2165,2,0,0,0,0,0,1,60,34,53,0,0,0,0,0,0,0,0,0,0,0
4379,2166,2,0,0,0,0,0,66,30,66,0,0,0,0,0,0,0,0,0,0,0,0
4380,2167,2,34,1,60,85,34,1,34,60,16,1,1,16,60,34,0,0,0,0,0,0
4381,2167,2,85,60,34,1,85,1,60,34,85,60,1,34,0,0,0,0,0,0,0,0
4382,2167,2,85,60,34,1,85,1,34,60,85,0,0,0,0,0,0,0,0,0,0,0
4383,2167,2,85,60,34,1,85,1,34,60,85,0,0,0,0,0,0,0,0,0,0,0
4384,2167,2,85,1,60,17,85,1,34,60,85,0,0,0,0,0,0,0,0,0,0,0
4385,2167,2,0,0,0,0,0,1,60,16,17,85,17,85,17,85,17,85,17,85,60,17
4386,2167,2,4,10,85,1,60,60,10,1,1,60,60,0,0,0,0,0,0,0,0,0
4387,2168,3,53,60,0,0,0,60,34,53,0,0,0,0,0,0,0,0,0,0,0,0
4388,2168,2,69,69,74,69,69,69,69,74,60,53,0,0,0,0,0,0,0,0,0,0
4389,2168,2,69,74,69,74,69,69,74,69,69,0,0,0,0,0,0,0,0,0,0,0
4390,2168,2,74,69,69,74,69,69,69,74,69,74,69,0,0,0,0,0,0,0,0,0
4391,2169,2,1,47,0,0,0,85,48,22,26,4,9,48,85,0,0,0,0,0,0,0
4392,2170,0,48,1,4,0,0,85,22,48,26,22,0,0,0,0,0,0,0,0,0,0
4393,2171,2,0,0,0,0,0,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0
4394,2172,2,48,51,58,60,28,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4395,2172,5,85,62,58,60,22,26,48,22,39,58,34,60,28,60,58,51,48,0,0,0
4396,2172,3,34,22,26,60,58,22,1,59,39,58,26,58,22,60,58,62,85,0,0,0
4397,2172,2,28,51,48,85,28,85,48,1,28,51,58,62,26,22,60,22,48,34,58,26
4398,2173,2,9,9,9,7,25,1,60,7,7,60,64,64,60,7,64,0,0,0,0,0
4399,2173,2,9,9,7,25,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4400,2174,0,34,60,7,7,25,7,52,32,64,57,9,34,9,60,52,32,7,60,9,52
4401,2174,0,7,7,25,7,64,60,34,0,0,0,0,0,0,0,0,0,0,0,0,0
4402,2174,0,7,64,55,34,32,25,7,7,0,0,0,0,0,0,0,0,0,0,0,0
4403,2174,2,34,60,64,34,32,32,52,53,34,53,60,64,9,55,33,60,54,52,60,32
4404,2174,2,64,34,32,60,53,60,34,0,0,0,0,0,0,0,0,0,0,0,0,0
4405,2174,0,55,55,53,32,34,52,60,32,34,55,54,60,34,52,53,32,64,64,64,60
4406,2174,2,53,32,52,60,34,52,60,34,32,53,55,55,0,0,0,0,0,0,0,0
4407,2175,2,0,0,0,0,0,85,28,51,28,51,51,28,28,51,85,51,51,28,51,51
4408,2176,2,0,0,0,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0
4409,2177,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4410,2178,3,54,0,0,0,0,60,34,0,0,0,0,0,0,0,0,0,0,0,0,0
4411,2178,3,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4412,2179,0,66,66,66,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4413,2180,2,38,48,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4414,2181,2,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
4415,2181,2,50,50,50,50,60,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
4416,2182,2,66,66,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4417,2183,2,85,53,60,34,32,52,53,60,32,34,60,34,53,53,60,53,60,66,0,0
4418,2183,2,60,34,85,0,0,53,52,32,34,60,53,85,0,0,0,0,0,0,0,0
4419,2184,0,0,0,0,0,0,30,66,0,0,0,0,0,0,0,0,0,0,0,0,0
4420,2185,2,48,85,48,85,48,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4421,2185,2,85,48,0,0,0,48,85,48,0,0,0,0,0,0,0,0,0,0,0,0
4422,2186,2,66,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4423,2187,2,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4424,2187,2,0,0,0,0,0,54,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4425,2188,0,57,60,7,7,25,7,60,58,34,52,0,0,0,0,0,0,0,0,0,0
4426,2188,0,7,60,25,7,7,25,7,7,60,57,0,0,0,0,0,0,0,0,0,0
4427,2188,2,34,58,52,60,0,25,34,58,60,7,25,60,7,7,25,60,7,0,0,0
4428,2188,0,7,25,52,60,7,10,60,34,60,52,58,34,0,0,0,0,0,0,0,0
4429,2188,0,60,7,9,9,9,7,60,52,25,7,0,0,0,0,0,0,0,0,0,0
4430,2189,2,0,0,0,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0
4431,2190,2,85,7,60,47,1,1,53,60,0,0,0,0,0,0,0,0,0,0,0,0
4432,2190,2,7,60,47,1,22,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4433,2191,2,66,30,66,30,66,30,66,30,66,30,66,66,30,66,30,66,0,0,0,0
4434,2191,2,30,66,66,30,30,66,30,66,0,0,0,0,0,0,0,0,0,0,0,0
4435,2191,2,66,30,30,66,66,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0
4436,2191,2,30,66,66,30,30,30,66,0,0,0,0,0,0,0,0,0,0,0,0,0
4437,2191,2,30,66,30,66,30,30,66,66,30,30,66,66,30,0,0,0,0,0,0,0
4438,2191,2,66,30,66,30,30,66,30,66,30,30,66,30,66,30,66,66,30,30,66,30
4439,2191,2,66,30,30,66,30,30,66,0,0,0,0,0,0,0,0,0,0,0,0,0
4440,2191,2,66,30,30,66,0,30,66,66,30,66,66,30,66,30,30,66,0,0,0,0
4441,2191,2,30,66,0,0,0,30,66,0,0,0,0,0,0,0,0,0,0,0,0,0
4442,2192,0,0,0,0,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0
4443,2193,2,0,0,0,0,0,30,66,66,0,0,0,0,0,0,0,0,0,0,0,0
4444,2194,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4445,2195,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4446,2196,2,0,0,0,0,0,52,32,34,60,7,0,0,0,0,0,0,0,0,0,0
4447,2197,2,0,0,0,0,0,60,53,34,1,60,53,0,0,0,0,0,0,0,0,0
4448,2198,2,32,52,53,60,34,53,52,32,34,60,0,0,0,0,0,0,0,0,0,0
4449,2198,2,60,34,0,0,0,53,52,32,0,0,0,0,0,0,0,0,0,0,0,0
4450,2198,2,0,0,0,0,0,34,60,0,0,0,0,0,0,0,0,0,0,0,0,0
4451,2199,2,0,0,0,0,0,60,34,85,48,60,34,85,34,60,58,60,0,0,0,0
4452,2200,2,53,52,32,34,60,52,53,60,32,34,60,34,53,32,52,1,48,0,0,0
4453,2200,0,0,0,0,0,0,51,1,52,32,60,34,53,0,0,0,0,0,0,0,0
4454,2201,2,66,0,0,0,0,30,66,0,0,0,0,0,0,0,0,0,0,0,0,0
4455,2202,2,60,34,32,52,53,53,52,60,32,34,51,60,34,53,52,32,53,60,34,0
4456,2202,2,0,0,0,0,0,53,52,32,34,60,0,0,0,0,0,0,0,0,0,0
4457,2202,2,34,60,53,60,47,53,52,60,32,34,0,0,0,0,0,0,0,0,0,0
4458,2203,2,34,60,58,0,0,7,25,60,6,7,0,0,0,0,0,0,0,0,0,0
4459,2203,2,0,0,0,0,0,58,60,34,0,0,0,0,0,0,0,0,0,0,0,0
4460,2204,2,0,0,0,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0
4461,2205,2,30,66,30,66,30,66,30,66,30,0,0,0,0,0,0,0,0,0,0,0
4462,2206,0,67,67,67,67,67,67,67,67,0,0,0,0,0,0,0,0,0,0,0,0
4463,2206,0,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
4464,2207,2,34,25,60,7,85,7,60,25,34,0,0,0,0,0,0,0,0,0,0,0
4465,2207,2,85,0,0,0,0,7,60,25,34,0,0,0,0,0,0,0,0,0,0,0
4466,2208,2,53,52,34,60,55,60,52,32,53,55,55,53,60,52,32,34,53,53,52,60
4467,2208,2,55,32,60,52,53,60,34,52,53,0,0,0,0,0,0,0,0,0,0,0
4468,2208,2,60,34,32,52,53,53,52,32,0,0,0,0,0,0,0,0,0,0,0,0
4469,2208,2,32,52,53,34,60,34,60,0,0,0,0,0,0,0,0,0,0,0,0,0
4470,2208,2,34,60,0,0,0,53,52,32,0,0,0,0,0,0,0,0,0,0,0,0
4471,2208,2,0,0,0,0,0,60,34,0,0,0,0,0,0,0,0,0,0,0,0,0
4472,2209,3,60,10,10,10,50,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0
4473,2209,2,60,60,60,4,10,50,10,10,10,60,0,0,0,0,0,0,0,0,0,0
4474,2210,0,66,30,0,0,0,30,66,66,30,66,66,30,0,0,0,0,0,0,0,0
4475,2210,2,30,66,0,0,0,30,66,0,0,0,0,0,0,0,0,0,0,0,0,0
4476,2210,2,30,66,30,66,30,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0
4477,2210,3,30,66,30,66,30,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0
4478,2210,3,30,66,30,66,30,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0
4479,2210,3,30,66,30,66,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0
4480,2210,2,30,66,0,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0
4481,2210,3,0,0,0,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0
4482,2211,2,34,60,73,69,0,53,52,32,0,0,0,0,0,0,0,0,0,0,0,0
4483,2211,3,32,60,34,53,52,64,53,52,60,32,34,53,69,73,60,34,0,0,0,0
4484,2211,3,7,25,51,7,60,52,60,7,32,34,7,7,7,0,0,0,0,0,0,0
4485,2211,2,7,25,51,7,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4486,2212,2,85,0,0,0,0,85,85,85,0,0,0,0,0,0,0,0,0,0,0,0
4487,2213,2,34,12,60,34,9,85,84,40,11,60,12,34,70,84,82,11,71,40,60,12
4488,2214,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4489,2215,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4490,2216,2,60,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4491,2217,2,0,0,0,0,0,1,60,34,7,25,0,0,0,0,0,0,0,0,0,0
4492,2218,0,48,48,22,26,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4493,2219,2,85,48,85,85,85,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0
4494,2219,2,48,85,85,85,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4495,2219,2,85,85,85,0,0,85,48,0,0,0,0,0,0,0,0,0,0,0,0,0
4496,2219,2,85,85,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4497,2219,2,85,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4498,2219,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4499,2220,2,85,25,34,60,7,1,60,58,34,0,0,0,0,0,0,0,0,0,0,0
4500,2220,2,85,60,7,34,25,1,7,60,34,25,85,0,0,0,0,0,0,0,0,0
4501,2220,2,85,0,0,0,0,1,25,34,7,60,85,0,0,0,0,0,0,0,0,0
4502,2220,2,60,34,85,25,60,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0
4503,2220,2,85,25,60,7,34,34,60,0,0,0,0,0,0,0,0,0,0,0,0,0
4504,2220,2,0,0,0,0,0,34,7,60,25,85,0,0,0,0,0,0,0,0,0,0
4505,2221,2,52,34,60,53,1,1,60,34,53,0,0,0,0,0,0,0,0,0,0,0
4506,2221,2,1,0,0,0,0,34,60,53,1,53,60,34,52,0,0,0,0,0,0,0
4507,2222,2,51,28,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4508,2222,2,0,0,0,0,0,85,28,51,0,0,0,0,0,0,0,0,0,0,0,0
4509,2223,2,0,0,0,0,0,1,60,34,25,7,0,0,0,0,0,0,0,0,0,0
4510,2224,2,67,67,67,67,67,66,67,66,67,67,67,67,67,67,67,67,67,67,67,67
4511,2224,3,67,67,67,0,0,67,67,67,67,66,67,67,67,67,67,67,67,67,67,66
4512,2225,2,9,34,60,48,1,85,48,22,0,0,0,0,0,0,0,0,0,0,0,0
4513,2226,2,66,0,0,0,0,30,66,0,0,0,0,0,0,0,0,0,0,0,0,0
4514,2227,2,55,64,34,60,53,52,32,60,34,53,60,53,0,0,0,0,0,0,0,0
4515,2227,2,64,34,60,53,32,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4516,2227,2,32,52,64,53,34,53,60,34,64,0,0,0,0,0,0,0,0,0,0,0
4517,2227,3,34,32,52,7,60,7,25,53,53,60,52,55,53,60,52,0,0,0,0,0
4518,2227,3,25,7,9,55,55,60,7,52,32,34,0,0,0,0,0,0,0,0,0,0
4519,2227,3,9,55,55,32,52,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0
4520,2227,3,28,32,52,51,34,9,55,64,52,32,55,55,9,0,0,0,0,0,0,0
4521,2227,3,9,51,52,32,34,9,9,9,9,9,55,52,32,52,52,60,34,60,34,51
4522,2227,3,34,60,52,60,52,32,52,51,9,0,0,0,0,0,0,0,0,0,0,0
4523,2227,2,64,53,34,60,55,9,60,34,52,53,7,32,9,7,7,52,52,60,52,60
4524,2227,0,64,53,34,60,53,60,34,9,52,32,51,7,60,52,53,55,60,34,53,64
4525,2227,2,32,52,51,64,53,53,60,34,53,64,0,0,0,0,0,0,0,0,0,0
4526,2227,2,51,64,53,55,34,52,32,0,0,0,0,0,0,0,0,0,0,0,0,0
4527,2227,2,52,32,51,64,0,53,60,34,51,9,60,52,60,52,34,52,32,60,34,53
4528,2228,3,60,52,60,52,60,52,60,60,60,51,57,52,51,28,57,52,60,51,51,51
4529,2228,2,0,0,0,0,0,60,34,52,53,32,55,52,60,60,52,51,60,52,51,60
4530,2229,2,30,66,30,66,66,66,30,30,66,30,66,0,0,0,0,0,0,0,0,0
4531,2229,2,30,66,66,30,30,30,66,30,66,66,30,66,30,30,66,66,30,30,66,30
4532,2230,2,66,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4533,2231,2,48,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4534,2231,2,85,38,85,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4535,2231,2,0,0,0,0,0,85,38,85,0,0,0,0,0,0,0,0,0,0,0,0
4536,2232,2,44,44,82,82,69,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4537,2232,2,82,44,85,71,82,69,82,82,44,44,0,0,0,0,0,0,0,0,0,0
4538,2232,2,25,48,7,69,60,85,60,34,60,7,39,82,71,85,44,82,0,0,0,0
4539,2232,2,82,70,85,0,0,71,39,60,69,7,48,25,0,0,0,0,0,0,0,0
4540,2232,2,70,85,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4541,2233,2,53,60,1,1,0,1,60,53,0,0,0,0,0,0,0,0,0,0,0,0
4542,2233,2,1,0,0,0,0,1,60,53,0,0,0,0,0,0,0,0,0,0,0,0
4543,2234,2,60,9,53,34,60,1,34,60,53,0,0,0,0,0,0,0,0,0,0,0
4544,2235,2,18,16,0,0,0,16,18,16,18,16,0,0,0,0,0,0,0,0,0,0
4545,2235,2,16,18,16,18,0,16,18,16,18,16,18,0,0,0,0,0,0,0,0,0
4546,2235,2,16,18,15,15,15,21,18,16,18,16,18,16,18,16,18,16,18,16,18,16
4547,2236,2,0,0,0,0,0,60,52,53,55,0,0,0,0,0,0,0,0,0,0,0
4548,2237,2,25,48,7,60,34,85,22,48,26,10,7,60,34,25,60,4,9,60,34,9
4549,2237,2,1,1,48,85,1,48,7,10,25,34,60,10,34,60,7,48,25,0,0,0
4550,2238,2,85,60,7,34,53,34,60,53,0,0,0,0,0,0,0,0,0,0,0,0
4551,2238,2,53,60,0,0,0,34,7,60,85,0,0,0,0,0,0,0,0,0,0,0
4552,2239,2,34,60,0,0,0,53,52,32,0,0,0,0,0,0,0,0,0,0,0,0
4553,2239,2,0,0,0,0,0,60,34,0,0,0,0,0,0,0,0,0,0,0,0,0
4554,2240,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4555,2241,3,7,60,6,60,34,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4556,2241,0,7,25,7,25,34,34,60,6,60,7,0,0,0,0,0,0,0,0,0,0
4557,2242,2,48,85,85,48,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4558,2242,2,48,85,0,0,0,85,85,48,0,0,0,0,0,0,0,0,0,0,0,0
4559,2243,2,48,48,39,22,1,85,39,39,39,39,39,39,39,39,39,39,39,39,39,39
4560,2244,2,85,60,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4561,2245,2,0,0,0,0,0,60,58,7,25,34,62,0,0,0,0,0,0,0,0,0
4562,2246,2,38,48,0,0,0,85,48,38,85,0,0,0,0,0,0,0,0,0,0,0
4563,2247,2,53,52,60,53,60,53,52,60,53,60,53,60,0,0,0,0,0,0,0,0
4564,2247,2,85,34,25,52,7,60,34,52,53,60,53,60,52,53,0,0,0,0,0,0
4565,2247,2,52,0,0,0,0,60,7,52,25,34,85,0,0,0,0,0,0,0,0,0
4566,2247,2,52,53,53,85,34,52,53,60,52,0,0,0,0,0,0,0,0,0,0,0
4567,2247,3,85,34,52,60,85,60,52,34,85,53,53,52,0,0,0,0,0,0,0,0
4568,2247,3,85,60,34,85,0,60,52,34,85,0,0,0,0,0,0,0,0,0,0,0
4569,2248,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4570,2249,3,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4571,2250,2,0,0,0,0,0,47,1,60,53,0,0,0,0,0,0,0,0,0,0,0
4572,2250,2,0,0,0,0,0,1,47,60,53,0,0,0,0,0,0,0,0,0,0,0
4573,2251,2,0,0,0,0,0,60,34,53,0,0,0,0,0,0,0,0,0,0,0,0
4574,2251,2,48,9,7,60,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4575,2251,2,48,56,38,57,85,85,60,7,0,0,0,0,0,0,0,0,0,0,0,0
4576,2252,2,0,0,0,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0
4577,2253,2,66,30,66,30,66,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0
4578,2253,2,66,30,66,30,66,30,66,0,0,0,0,0,0,0,0,0,0,0,0,0
4579,2253,2,30,66,66,0,0,66,30,66,30,66,0,0,0,0,0,0,0,0,0,0
4580,2253,2,66,0,0,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0
4581,2254,0,30,66,30,66,66,66,30,30,66,66,66,30,30,66,66,30,66,66,30,66
4582,2254,2,66,66,0,0,0,66,30,66,30,0,0,0,0,0,0,0,0,0,0,0
4583,2255,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4584,2256,2,66,66,66,0,0,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
4585,2257,2,60,34,0,0,0,53,52,32,0,0,0,0,0,0,0,0,0,0,0,0
4586,2257,2,0,0,0,0,0,34,60,0,0,0,0,0,0,0,0,0,0,0,0,0
4587,2258,2,45,85,45,22,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4588,2258,3,22,85,4,9,60,45,85,45,0,0,0,0,0,0,0,0,0,0,0,0
4589,2259,2,0,0,0,0,0,60,34,53,23,0,0,0,0,0,0,0,0,0,0,0
4590,2260,2,0,0,0,0,0,60,55,52,53,0,0,0,0,0,0,0,0,0,0,0
4591,2261,2,85,48,0,0,0,85,22,48,38,85,85,85,0,0,0,0,0,0,0,0
4592,2262,2,0,0,0,0,0,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0
4593,2263,2,85,48,4,51,28,34,60,0,0,0,0,0,0,0,0,0,0,0,0,0
4594,2264,2,0,0,0,0,0,60,34,52,53,51,51,60,52,53,52,60,53,53,60,0
4595,2265,3,50,50,50,4,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4596,2265,2,50,4,4,4,4,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0
4597,2265,2,4,4,4,4,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4598,2265,3,50,50,50,50,4,50,50,50,4,4,4,4,4,60,4,4,4,4,4,0
