,基站,故障,告警-1,告警-2,告警-3,告警-4,告警-5,告警0,告警1,告警2,告警3,告警4,告警5,告警6,告警7,告警8,告警9,告警10,告警11,告警12,告警13,告警14,上一次故障
5773,2822,0,51,57,52,60,60,51,28,51,51,51,51,60,52,60,51,51,51,51,51,51,0
5774,2823,2,0,0,0,0,0,52,53,60,32,34,0,0,0,0,0,0,0,0,0,0,-1
5775,2824,2,34,60,7,9,7,52,9,60,32,53,52,60,32,34,53,53,52,32,60,34,-1
5776,2824,2,7,9,7,7,7,60,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5777,2824,0,34,32,60,52,53,64,22,60,34,53,52,9,7,7,7,7,7,9,7,0,2
5778,2825,2,66,66,66,66,66,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5779,2825,2,66,0,0,0,0,66,66,66,66,66,66,0,0,0,0,0,0,0,0,0,2
5780,2826,0,60,1,52,52,32,34,25,60,7,0,0,0,0,0,0,0,0,0,0,0,-1
5781,2826,3,7,25,7,60,52,7,32,52,52,1,60,0,0,0,0,0,0,0,0,0,0
5782,2826,3,60,52,7,9,52,7,25,7,0,0,0,0,0,0,0,0,0,0,0,0,3
5783,2827,3,32,52,32,7,52,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5784,2828,2,9,9,0,0,0,60,34,7,6,25,0,0,0,0,0,0,0,0,0,0,-1
5785,2829,2,51,55,55,55,55,34,60,53,52,32,60,34,32,52,53,53,52,34,60,0,-1
5786,2829,0,55,55,55,55,55,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5787,2830,2,66,30,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5788,2831,2,38,48,9,60,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5789,2832,2,0,0,0,0,0,55,53,52,60,52,60,53,55,60,52,53,52,60,53,55,-1
5790,2833,2,85,25,34,48,7,1,60,34,53,0,0,0,0,0,0,0,0,0,0,0,-1
5791,2833,2,25,34,48,7,71,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5792,2833,3,82,26,22,1,1,69,60,71,7,48,34,25,0,0,0,0,0,0,0,0,2
5793,2833,2,48,1,85,53,60,85,22,48,26,48,85,1,1,22,26,82,0,0,0,0,3
5794,2833,2,1,85,34,7,60,47,1,53,60,34,60,34,1,53,53,60,34,1,60,53,2
5795,2833,2,60,34,53,1,85,1,47,60,7,34,85,1,0,0,0,0,0,0,0,0,2
5796,2834,2,53,55,34,32,52,52,60,32,34,55,53,51,60,34,53,0,0,0,0,0,-1
5797,2835,2,0,0,0,0,0,30,66,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5798,2836,2,52,60,32,52,58,55,60,34,60,62,0,0,0,0,0,0,0,0,0,0,-1
5799,2836,2,58,52,60,55,58,52,32,60,52,0,0,0,0,0,0,0,0,0,0,0,2
5800,2836,3,60,52,32,58,52,34,60,60,55,52,32,58,7,58,58,60,58,52,58,55,2
5801,2836,3,58,52,55,60,55,52,58,32,52,60,0,0,0,0,0,0,0,0,0,0,3
5802,2836,2,52,58,32,52,58,7,55,52,52,7,62,52,32,58,7,32,52,7,58,58,3
5803,2836,2,58,52,60,60,58,52,55,60,32,34,60,7,7,7,7,7,7,52,52,32,2
5804,2837,2,0,0,0,0,0,69,71,51,0,0,0,0,0,0,0,0,0,0,0,0,-1
5805,2837,2,0,0,0,0,0,69,71,71,0,0,0,0,0,0,0,0,0,0,0,0,2
5806,2837,2,71,71,71,71,71,69,71,71,69,0,0,0,0,0,0,0,0,0,0,0,2
5807,2838,2,0,0,0,0,0,30,66,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5808,2839,2,9,9,9,9,9,9,9,9,9,9,60,9,60,9,60,60,9,9,60,0,-1
5809,2839,2,7,9,51,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2
5810,2839,2,51,9,9,60,9,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5811,2839,2,28,51,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5812,2840,3,34,60,53,64,60,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5813,2841,2,34,32,60,18,52,52,60,18,32,34,18,32,60,52,34,60,52,18,32,34,-1
5814,2842,2,0,0,0,0,0,52,60,53,55,9,0,0,0,0,0,0,0,0,0,0,-1
5815,2842,2,52,32,53,60,34,1,47,60,34,53,60,52,0,0,0,0,0,0,0,0,2
5816,2842,2,53,60,34,1,52,32,52,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5817,2842,2,52,32,34,60,53,1,34,60,53,0,0,0,0,0,0,0,0,0,0,0,2
5818,2842,2,1,32,52,34,60,60,34,53,60,53,60,34,32,52,0,0,0,0,0,0,2
5819,2842,2,34,60,53,1,32,52,32,1,0,0,0,0,0,0,0,0,0,0,0,0,2
5820,2842,2,52,32,52,53,34,1,34,60,53,52,52,32,1,53,60,34,0,0,0,0,2
5821,2843,3,57,85,0,0,0,59,85,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5822,2843,3,85,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5823,2844,2,66,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5824,2845,2,85,48,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5825,2846,2,34,60,53,0,0,53,52,60,32,34,60,34,52,53,0,0,0,0,0,0,-1
5826,2847,2,0,0,0,0,0,85,1,60,34,7,25,0,0,0,0,0,0,0,0,0,-1
5827,2848,0,66,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5828,2849,2,60,0,0,0,0,53,55,52,0,0,0,0,0,0,0,0,0,0,0,0,-1
5829,2850,2,0,0,0,0,0,7,25,34,60,60,34,25,7,0,0,0,0,0,0,0,-1
5830,2851,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5831,2852,2,60,52,28,51,51,55,52,60,0,0,0,0,0,0,0,0,0,0,0,0,-1
5832,2853,3,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5833,2854,2,0,0,0,0,0,1,47,60,34,53,0,0,0,0,0,0,0,0,0,0,-1
5834,2855,2,64,52,32,53,34,53,52,60,32,34,34,60,53,52,32,0,0,0,0,0,-1
5835,2855,2,34,60,53,52,53,53,52,32,60,34,53,32,52,64,0,0,0,0,0,0,2
5836,2856,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5837,2857,0,66,0,0,0,0,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,-1
5838,2858,2,0,0,0,0,0,52,60,55,53,0,0,0,0,0,0,0,0,0,0,0,-1
5839,2859,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5840,2860,2,0,0,0,0,0,60,34,53,0,0,0,0,0,0,0,0,0,0,0,0,-1
5841,2861,2,34,60,7,60,60,25,7,60,7,0,0,0,0,0,0,0,0,0,0,0,-1
5842,2862,2,64,53,60,34,64,60,34,53,0,0,0,0,0,0,0,0,0,0,0,0,-1
5843,2862,3,53,34,60,0,0,64,53,60,34,64,34,60,53,64,0,0,0,0,0,0,2
5844,2863,2,66,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5845,2864,2,69,74,71,69,74,69,71,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5846,2864,2,69,71,71,69,69,69,71,74,69,71,74,69,0,0,0,0,0,0,0,0,2
5847,2864,3,69,71,71,69,69,69,71,71,69,69,71,71,69,0,0,0,0,0,0,0,2
5848,2864,3,69,71,71,69,69,69,71,71,69,0,0,0,0,0,0,0,0,0,0,0,3
5849,2864,3,69,71,71,69,71,69,71,71,69,0,0,0,0,0,0,0,0,0,0,0,3
5850,2865,2,48,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5851,2865,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5852,2865,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5853,2866,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5854,2867,3,60,9,52,9,60,7,9,60,9,52,57,60,52,9,60,9,52,60,57,9,-1
5855,2867,3,9,60,52,60,52,9,60,52,9,52,60,9,52,9,60,0,0,0,0,0,3
5856,2868,0,60,7,60,52,53,52,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5857,2869,3,85,21,18,52,16,21,15,32,34,52,60,85,1,60,10,85,34,60,1,47,-1
5858,2869,3,18,52,16,60,52,21,85,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5859,2869,2,15,52,60,52,52,1,47,16,60,34,52,15,52,52,52,52,52,15,52,60,3
5860,2870,2,0,0,0,0,0,1,60,34,53,0,0,0,0,0,0,0,0,0,0,0,-1
5861,2871,2,66,66,0,0,0,66,30,66,66,66,66,0,0,0,0,0,0,0,0,0,-1
5862,2872,2,22,85,60,60,60,85,22,48,26,60,60,60,60,60,60,60,60,60,60,0,-1
5863,2873,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5864,2874,2,85,85,85,0,0,85,70,26,22,1,48,85,85,85,0,0,0,0,0,0,-1
5865,2875,2,0,0,0,0,0,60,16,52,32,34,0,0,0,0,0,0,0,0,0,0,-1
5866,2876,2,66,0,0,0,0,66,30,66,66,66,0,0,0,0,0,0,0,0,0,0,-1
5867,2877,2,49,0,0,0,0,34,58,60,0,0,0,0,0,0,0,0,0,0,0,0,-1
5868,2878,2,0,0,0,0,0,53,52,60,32,34,60,34,53,52,60,0,0,0,0,0,-1
5869,2879,3,82,85,34,60,60,69,60,71,85,34,60,85,60,34,85,9,60,9,34,0,-1
5870,2879,2,36,60,81,48,81,85,43,34,60,6,9,34,60,43,34,60,4,34,60,60,3
5871,2879,5,87,6,85,81,1,48,36,60,81,48,81,60,36,0,0,0,0,0,0,0,2
5872,2880,2,10,32,52,34,60,60,52,58,52,60,58,58,52,60,60,52,58,0,0,0,-1
5873,2880,2,34,60,4,0,0,52,32,10,0,0,0,0,0,0,0,0,0,0,0,0,2
5874,2880,2,0,0,0,0,0,60,58,52,34,32,4,60,34,0,0,0,0,0,0,0,2
5875,2881,2,53,53,55,0,0,53,55,55,51,0,0,0,0,0,0,0,0,0,0,0,-1
5876,2882,2,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,-1
5877,2883,2,53,60,1,53,60,53,1,60,53,60,0,0,0,0,0,0,0,0,0,0,-1
5878,2884,2,26,1,22,0,0,85,48,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5879,2885,2,60,53,52,60,53,53,52,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5880,2885,2,60,53,52,60,0,52,53,60,0,0,0,0,0,0,0,0,0,0,0,0,2
5881,2885,2,60,0,0,0,0,52,53,60,0,0,0,0,0,0,0,0,0,0,0,0,2
5882,2886,2,0,0,0,0,0,1,47,60,34,53,1,60,34,53,0,0,0,0,0,0,-1
5883,2887,2,85,48,1,0,0,1,60,53,0,0,0,0,0,0,0,0,0,0,0,0,-1
5884,2887,2,48,1,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5885,2888,0,0,0,0,0,0,60,60,60,9,60,60,60,60,60,60,60,60,60,60,60,-1
5886,2888,2,60,10,60,34,58,85,58,60,0,0,0,0,0,0,0,0,0,0,0,0,0
5887,2888,3,60,34,58,60,60,10,60,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5888,2889,2,60,34,51,34,60,85,48,22,26,60,34,4,22,48,0,0,0,0,0,0,-1
5889,2889,2,34,9,60,34,48,85,48,22,26,60,34,22,26,9,48,60,34,51,34,60,2
5890,2889,2,60,34,26,1,22,85,48,22,26,0,0,0,0,0,0,0,0,0,0,0,2
5891,2889,2,34,60,34,48,9,85,48,22,26,60,34,60,22,1,26,34,60,0,0,0,2
5892,2889,2,60,34,34,48,9,85,48,22,26,4,22,1,60,26,34,60,9,48,34,60,2
5893,2889,2,60,34,48,34,9,85,48,22,22,26,34,60,4,9,1,60,9,48,34,34,2
5894,2890,2,66,30,66,66,66,30,66,66,66,66,66,30,66,66,30,66,66,66,66,66,-1
5895,2890,2,66,66,66,66,66,66,30,66,0,0,0,0,0,0,0,0,0,0,0,0,2
5896,2891,2,66,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5897,2892,2,48,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5898,2892,2,48,9,60,0,0,85,48,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5899,2893,2,53,52,60,52,53,52,53,60,60,53,52,0,0,0,0,0,0,0,0,0,-1
5900,2893,2,0,0,0,0,0,53,52,60,32,34,60,52,53,60,53,52,60,53,52,60,2
5901,2893,0,52,32,7,34,60,1,34,60,7,25,0,0,0,0,0,0,0,0,0,0,2
5902,2893,2,7,34,60,53,1,32,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5903,2894,2,0,0,0,0,0,66,30,66,0,0,0,0,0,0,0,0,0,0,0,0,-1
5904,2895,2,48,38,38,70,38,85,48,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5905,2896,2,66,66,0,0,0,66,66,66,0,0,0,0,0,0,0,0,0,0,0,0,-1
5906,2896,2,66,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5907,2896,2,66,66,66,66,66,66,66,66,66,66,66,66,0,0,0,0,0,0,0,0,2
5908,2896,2,66,66,0,0,0,66,66,66,66,66,66,0,0,0,0,0,0,0,0,0,2
5909,2897,2,0,0,0,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5910,2898,0,66,0,0,0,0,66,66,66,30,0,0,0,0,0,0,0,0,0,0,0,-1
5911,2899,3,39,48,1,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5912,2899,3,39,48,26,22,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5913,2899,2,39,48,26,22,1,85,1,22,26,48,39,0,0,0,0,0,0,0,0,0,3
5914,2900,2,66,0,0,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5915,2900,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5916,2901,2,0,0,0,0,0,30,66,66,0,0,0,0,0,0,0,0,0,0,0,0,-1
5917,2902,2,0,0,0,0,0,58,60,34,0,0,0,0,0,0,0,0,0,0,0,0,-1
5918,2903,2,0,0,0,0,0,30,66,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5919,2904,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5920,2905,2,85,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5921,2905,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5922,2906,0,51,28,51,28,51,52,60,55,51,28,51,51,51,28,51,51,28,51,28,51,-1
5923,2907,2,66,66,66,66,66,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5924,2908,2,22,0,0,0,0,85,22,48,26,1,60,34,7,60,25,0,0,0,0,0,-1
5925,2908,2,0,0,0,0,0,69,22,22,0,0,0,0,0,0,0,0,0,0,0,0,2
5926,2909,2,51,9,60,60,25,51,9,60,51,51,51,51,51,51,51,9,51,51,51,9,-1
5927,2909,2,7,60,34,85,51,7,25,60,60,9,51,0,0,0,0,0,0,0,0,0,2
5928,2909,2,60,34,51,6,60,7,25,51,85,34,60,7,0,0,0,0,0,0,0,0,2
5929,2909,2,51,6,60,49,51,34,60,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5930,2909,2,60,9,51,51,25,51,60,9,51,9,60,51,51,51,9,51,9,60,51,51,2
5931,2909,2,60,34,60,9,51,7,25,51,51,9,60,0,0,0,0,0,0,0,0,0,2
5932,2909,2,60,9,51,9,60,34,60,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5933,2909,2,34,60,7,51,51,7,25,60,34,51,60,34,7,25,51,9,60,51,51,51,2
5934,2909,2,51,51,51,60,9,7,60,34,0,0,0,0,0,0,0,0,0,0,0,0,2
5935,2909,2,60,9,9,60,9,51,51,9,60,51,51,51,0,0,0,0,0,0,0,0,2
5936,2909,2,9,9,60,60,9,51,51,51,51,51,51,51,51,51,51,51,51,51,51,9,2
5937,2910,2,52,53,60,60,52,53,52,60,0,0,0,0,0,0,0,0,0,0,0,0,-1
5938,2911,2,53,51,53,60,34,55,53,52,60,28,51,9,52,32,52,32,7,52,60,32,-1
5939,2912,2,34,60,1,34,25,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5940,2912,2,1,34,25,60,7,60,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5941,2912,2,34,25,60,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5942,2912,2,0,0,0,0,0,1,7,60,25,34,0,0,0,0,0,0,0,0,0,0,2
5943,2912,2,0,0,0,0,0,1,34,60,7,25,0,0,0,0,0,0,0,0,0,0,2
5944,2913,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5945,2913,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5946,2914,2,25,7,60,1,9,9,7,60,34,0,0,0,0,0,0,0,0,0,0,0,-1
5947,2914,2,9,7,7,7,85,1,60,7,25,0,0,0,0,0,0,0,0,0,0,0,2
5948,2914,2,7,7,7,85,34,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5949,2914,0,9,7,7,7,85,60,7,34,85,60,7,9,34,85,7,7,7,0,0,0,2
5950,2914,2,7,7,7,7,7,60,7,9,34,85,7,7,7,9,0,0,0,0,0,0,0
5951,2914,0,7,1,7,60,7,60,9,7,34,85,7,7,7,9,7,7,7,7,7,7,2
5952,2914,2,60,34,25,1,7,1,60,34,7,25,60,9,60,7,7,9,7,7,7,9,0
5953,2915,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5954,2916,2,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5955,2917,2,52,53,34,60,1,1,60,34,53,0,0,0,0,0,0,0,0,0,0,0,-1
5956,2917,2,0,0,0,0,0,1,60,34,53,52,0,0,0,0,0,0,0,0,0,0,2
5957,2918,2,0,0,0,0,0,60,53,52,0,0,0,0,0,0,0,0,0,0,0,0,-1
5958,2919,3,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5959,2920,2,0,0,0,0,0,66,30,30,66,66,30,66,30,66,30,66,30,66,30,0,-1
5960,2921,2,34,60,1,0,0,1,34,25,60,7,0,0,0,0,0,0,0,0,0,0,-1
5961,2922,2,32,52,51,0,0,53,60,34,53,60,0,0,0,0,0,0,0,0,0,0,-1
5962,2923,3,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5963,2923,3,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5964,2923,2,69,85,0,0,0,69,85,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5965,2923,3,69,69,0,0,0,69,85,69,0,0,0,0,0,0,0,0,0,0,0,0,2
5966,2923,3,69,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5967,2923,2,69,69,0,0,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5968,2923,3,69,69,69,69,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5969,2923,2,69,69,69,0,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5970,2923,3,69,69,69,85,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5971,2923,3,69,69,85,69,82,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5972,2923,3,69,85,69,82,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5973,2924,2,66,30,0,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5974,2925,2,66,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5975,2926,2,10,2,4,60,60,4,60,10,0,0,0,0,0,0,0,0,0,0,0,0,-1
5976,2927,2,0,0,0,0,0,1,53,34,60,0,0,0,0,0,0,0,0,0,0,0,-1
5977,2928,2,66,66,66,0,0,66,66,30,66,30,0,0,0,0,0,0,0,0,0,0,-1
5978,2929,2,66,30,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,-1
5979,2930,5,0,0,0,0,0,69,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5980,2931,2,0,0,0,0,0,60,7,34,25,85,60,34,85,34,60,53,0,0,0,0,-1
5981,2932,0,64,64,64,0,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5982,2933,2,48,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5983,2933,2,53,51,0,0,0,1,34,60,53,60,34,53,52,32,53,60,53,52,0,0,2
5984,2934,2,0,0,0,0,0,52,60,55,53,0,0,0,0,0,0,0,0,0,0,0,-1
5985,2934,2,60,34,34,60,53,53,52,32,0,0,0,0,0,0,0,0,0,0,0,0,2
5986,2934,2,34,60,53,34,60,34,60,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5987,2935,0,1,0,0,0,0,85,48,22,26,0,0,0,0,0,0,0,0,0,0,0,-1
5988,2935,3,85,48,26,22,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5989,2935,2,0,0,0,0,0,85,22,26,48,85,0,0,0,0,0,0,0,0,0,0,3
5990,2936,2,34,60,0,0,0,52,53,32,60,34,32,52,53,0,0,0,0,0,0,0,-1
5991,2936,2,0,0,0,0,0,60,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5992,2937,2,62,60,60,58,60,60,10,34,60,10,62,62,60,9,9,0,0,0,0,0,-1
5993,2937,2,62,58,60,62,62,60,34,62,4,4,10,10,58,10,60,10,58,34,62,1,2
5994,2938,2,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5995,2939,0,6,7,34,60,52,7,9,52,32,60,34,51,85,6,52,60,32,34,51,60,-1
5996,2939,2,60,53,52,32,34,52,53,55,9,60,32,52,60,34,7,6,0,0,0,0,0
5997,2940,2,39,48,1,39,22,85,22,48,26,39,0,0,0,0,0,0,0,0,0,0,-1
5998,2941,2,66,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5999,2942,2,85,34,10,60,85,34,60,10,85,0,0,0,0,0,0,0,0,0,0,0,-1
6000,2942,2,85,10,60,34,85,60,10,34,85,0,0,0,0,0,0,0,0,0,0,0,2
6001,2942,2,85,10,60,34,34,34,60,10,85,0,0,0,0,0,0,0,0,0,0,0,2
6002,2942,2,16,60,1,85,10,34,60,10,60,34,16,60,34,16,34,60,16,60,34,16,2
6003,2942,2,85,34,60,10,85,34,60,10,85,1,60,16,0,0,0,0,0,0,0,0,2
6004,2942,2,85,34,60,10,85,10,60,34,85,0,0,0,0,0,0,0,0,0,0,0,2
6005,2942,2,85,34,60,10,60,10,60,34,85,0,0,0,0,0,0,0,0,0,0,0,2
6006,2942,2,60,34,34,4,60,10,60,34,85,0,0,0,0,0,0,0,0,0,0,0,2
6007,2942,2,10,10,10,10,10,4,60,4,34,34,60,0,0,0,0,0,0,0,0,0,2
6008,2942,0,34,15,60,10,60,10,60,34,60,34,60,14,10,10,10,10,10,10,10,10,2
6009,2942,2,85,60,34,10,85,34,60,10,60,15,34,0,0,0,0,0,0,0,0,0,0
6010,2942,2,85,10,60,34,85,10,34,60,85,0,0,0,0,0,0,0,0,0,0,0,2
6011,2942,2,10,34,60,1,34,10,60,34,85,34,60,10,85,0,0,0,0,0,0,0,2
6012,2942,2,34,60,60,34,16,1,60,34,10,0,0,0,0,0,0,0,0,0,0,0,2
6013,2942,2,0,0,0,0,0,1,16,60,34,1,16,34,60,60,34,0,0,0,0,0,2
6014,2943,2,0,0,0,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
6015,2944,2,48,4,9,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
6016,2945,2,0,0,0,0,0,1,47,60,53,34,0,0,0,0,0,0,0,0,0,0,-1
6017,2946,2,60,10,10,10,10,50,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-1
6018,2946,2,10,10,10,10,10,10,10,10,10,10,10,10,10,60,0,0,0,0,0,0,2
6019,2947,2,60,60,52,53,52,52,53,60,53,52,53,60,0,0,0,0,0,0,0,0,-1
6020,2947,2,53,52,60,0,0,60,53,52,60,53,52,53,52,60,60,0,0,0,0,0,2
6021,2947,2,60,7,52,60,52,9,52,60,52,9,85,52,32,60,6,52,71,60,52,53,2
6022,2948,2,53,60,34,0,0,53,60,34,0,0,0,0,0,0,0,0,0,0,0,0,-1
6023,2949,2,34,32,58,60,52,60,52,58,34,32,60,55,0,0,0,0,0,0,0,0,-1
6024,2949,3,34,32,58,60,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6025,2949,3,60,0,0,0,0,52,60,58,32,34,0,0,0,0,0,0,0,0,0,0,3
6026,2950,3,62,60,62,62,62,62,59,60,62,62,0,0,0,0,0,0,0,0,0,0,-1
6027,2950,2,10,60,85,60,10,50,10,10,10,60,50,60,50,10,62,62,59,62,62,62,3
6028,2950,2,34,60,58,0,0,1,60,58,34,10,10,60,85,60,10,0,0,0,0,0,2
6029,2951,2,0,0,0,0,0,30,66,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
6030,2952,2,34,60,85,32,25,53,32,52,0,0,0,0,0,0,0,0,0,0,0,0,-1
6031,2952,2,85,32,25,34,52,60,34,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6032,2952,0,85,52,60,7,85,60,7,52,34,25,32,85,0,0,0,0,0,0,0,0,2
6033,2952,0,85,60,7,52,32,7,60,52,85,0,0,0,0,0,0,0,0,0,0,0,0
6034,2952,2,53,52,60,53,52,60,34,53,52,32,52,7,60,85,0,0,0,0,0,0,0
6035,2952,2,52,32,53,34,60,60,53,52,32,34,60,34,32,52,53,60,52,53,0,0,2
6036,2952,2,57,55,53,52,60,53,55,52,60,52,60,53,52,60,53,60,53,52,51,60,2
6037,2953,2,66,0,0,0,0,66,30,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
6038,2954,2,51,28,1,22,26,85,22,48,26,0,0,0,0,0,0,0,0,0,0,0,-1
6039,2955,0,0,0,0,0,0,30,66,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
6040,2956,2,66,66,0,0,0,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,-1
6041,2957,2,60,10,34,1,34,60,52,10,34,32,60,52,10,32,34,32,34,52,60,10,-1
6042,2957,2,34,60,10,32,52,1,60,10,34,1,34,10,60,0,0,0,0,0,0,0,2
6043,2957,2,32,52,0,0,0,10,60,34,0,0,0,0,0,0,0,0,0,0,0,0,2
6044,2957,2,0,0,0,0,0,52,32,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6045,2958,2,53,60,53,60,34,60,53,52,60,52,34,53,51,60,34,53,52,32,52,51,-1
6046,2958,2,85,32,52,53,34,52,7,60,1,60,34,60,53,60,53,0,0,0,0,0,2
6047,2958,2,34,60,55,53,55,53,52,32,85,0,0,0,0,0,0,0,0,0,0,0,2
